,Glucose,Lac,Glutamate,Ammonia
188,1.0,0.0,0.5319148936170213,0.3408805053191489
189,1.0,0.0,0.5242989417989418,0.3342142857142857
190,1.0,0.0,0.5162763157894736,0.3271921052631579
191,1.0,0.0,0.5083376963350785,0.3202434554973822
192,1.0,0.0,0.5004817708333333,0.3133671875
193,1.0,0.0,0.4927072538860104,0.3065621761658031
194,1.0,0.0,0.4850128865979382,0.29982731958762887
195,1.0,0.0,0.4773974358974359,0.2931615384615385
196,1.0,0.0,0.469859693877551,0.28656377551020407
197,1.0,0.0,0.46239847715736043,0.28003299492385786
198,1.0,0.0,0.4550126262626263,0.2735681818181818
199,1.0,0.0,0.4477010050251256,0.2671683417085427
200,1.0,0.0,0.4404625,0.2608325
201,1.0,0.0,0.43329601990049754,0.2545597014925373
202,1.0,0.0,0.42620049504950497,0.2483490099009901
203,1.0,0.0,0.41917487684729066,0.24219950738916254
204,1.0,0.0,0.412218137254902,0.23611029411764706
205,1.0,0.0,0.40532926829268295,0.23008048780487805
206,1.0,0.0,0.39850728155339804,0.22410922330097088
207,1.0,0.0,0.3917512077294686,0.21819565217391304
208,1.0,0.0,0.3850600961538462,0.2123389423076923
209,1.0,0.0,0.378433014354067,0.20653827751196172
210,1.0,0.0,0.3718690476190476,0.20079285714285713
211,1.0,0.0,0.36536729857819905,0.19510189573459716
212,1.0,0.0,0.3589268867924528,0.18946462264150943
213,1.0,0.0,0.3525469483568075,0.18388028169014084
214,1.0,0.0,0.3462266355140187,0.1783481308411215
215,1.0,0.0,0.3399651162790698,0.17286744186046513
216,1.0,0.0,0.3337615740740741,0.1674375
217,1.0,0.0,0.3276152073732719,0.16205760368663594
218,1.0,0.0,0.32152522935779815,0.15672706422018348
219,1.0,0.0,0.3154908675799087,0.15144520547945206
220,1.0,0.0,0.30951136363636367,0.14621136363636364
221,1.0,0.0,0.30358597285067873,0.14102488687782805
222,1.0,0.0,0.297713963963964,0.13588513513513514
223,1.0,0.0,0.29189461883408074,0.1307914798206278
224,1.0,0.0,0.2861272321428571,0.12574330357142857
225,1.0,0.0,0.2804111111111111,0.12074
226,1.0,0.0,0.27474557522123894,0.11578097345132743
227,1.0,0.0,0.26912995594713657,0.11086563876651982
228,1.0,0.0,0.26356359649122807,0.10599342105263157
229,1.0,0.0,0.2580458515283843,0.10116375545851528
230,1.0,0.0,0.25257608695652173,0.09637608695652174
231,1.0,0.0,0.24715367965367965,0.09162987012987013
232,1.0,0.0,0.24177801724137932,0.08692456896551724
233,1.0,0.0,0.23644849785407726,0.08225965665236051
234,1.0,0.0,0.23116452991452993,0.07763461538461539
235,1.0,0.0,0.22592553191489362,0.07304893617021277
236,1.0,0.0,0.22073093220338982,0.0685021186440678
237,1.0,0.0,0.21558016877637132,0.06399367088607595
238,1.0,0.0,0.21047268907563027,0.059523109243697477
239,1.0,0.0,0.205407949790795,0.05508995815899581
240,1.0,0.0,0.20038541666666668,0.050693749999999996
241,1.0,0.0,0.1954045643153527,0.046334024896265556
242,1.0,0.0,0.19046487603305787,0.042010330578512396
243,1.0,0.0,0.1855658436213992,0.03772222222222222
244,1.0,0.0,0.18070696721311477,0.033469262295081965
245,1.0,0.0,0.17588775510204083,0.029251020408163266
246,1.0,0.0,0.17110772357723578,0.02506707317073171
247,1.0,0.0,0.1663663967611336,0.020917004048582995
248,1.0,0.0,0.16166330645161292,0.016800403225806452
249,1.0,0.0,0.15699799196787148,0.012716867469879519
250,1.0,0.0,0.15237,0.008666
251,1.0,0.0,0.1477788844621514,0.004647410358565737
252,1.0,0.0,0.14322420634920635,0.0006607142857142857
253,1.0,0.0,0.1424693605217188,0.0
254,1.0,0.0,0.1424693605217188,0.0
255,1.0,0.0,0.1424693605217188,0.0
