,R01049,R00268,R00351,R02740
1.5527950310559007,24.051848,0.0,0.0,246.47942
1.5479876160990713,24.051848,0.0,0.0,247.47942
1.5432098765432098,24.051848,0.0,0.0,248.47942
1.5384615384615385,24.051848,0.0,0.0,249.47942
1.5337423312883436,24.051848,0.0,0.0,250.47942
1.529051987767584,24.051848,0.0,0.0,251.47942
1.524390243902439,24.051848,0.0,0.0,252.47942
1.5197568389057752,24.051848,0.0,0.0,253.47942
1.5151515151515151,24.051848,0.0,0.0,254.47942
1.5105740181268883,24.051848,0.0,0.0,255.47942
1.5060240963855422,24.051848,0.0,0.0,256.47942
1.5015015015015014,24.051848,0.0,0.0,257.47942
1.4970059880239521,24.051848,0.0,0.0,258.47942
1.492537313432836,24.051848,0.0,0.0,259.47942
1.4880952380952381,24.051848,0.0,0.0,260.47942
1.4836795252225519,24.051848,0.0,0.0,261.47942
1.4792899408284024,24.051848,0.0,0.0,262.47942
1.4749262536873156,24.051848,0.0,0.0,263.47942
1.4705882352941178,24.051848,0.0,0.0,264.47942
1.466275659824047,24.051848,0.0,0.0,265.47942
1.4619883040935673,24.051848,0.0,0.0,266.47942
1.4577259475218658,24.051848,0.0,0.0,267.47942
1.4534883720930232,24.051848,0.0,0.0,268.47942
1.4492753623188406,24.051848,0.0,0.0,269.47942
1.4450867052023122,24.051848,0.0,0.0,270.47942
1.440922190201729,24.051848,0.0,0.0,271.47942
1.4367816091954022,24.051848,0.0,0.0,272.47942
1.4326647564469914,24.051848,0.0,0.0,273.47942
1.4285714285714286,24.051848,0.0,0.0,274.47942
1.4245014245014245,24.051848,0.0,0.0,275.47942
1.4204545454545454,24.051848,0.0,0.0,276.47942
1.4164305949008498,24.051848,0.0,0.0,277.47942
1.4124293785310735,24.051848,0.0,0.0,278.47942
1.408450704225352,24.051848,0.0,0.0,279.47942
1.404494382022472,24.051848,0.0,0.0,280.47942
1.4005602240896358,24.051848,0.0,0.0,281.47942
1.3966480446927374,24.051848,0.0,0.0,282.47942
1.392757660167131,24.051848,0.0,0.0,283.47942
1.3888888888888888,24.051848,0.0,0.0,284.47942
1.3850415512465375,24.051848,0.0,0.0,285.47942
1.3812154696132597,24.051848,0.0,0.0,286.47942
1.3774104683195592,24.051848,0.0,0.0,287.47942
1.3736263736263736,24.051848,0.0,0.0,288.47942
1.36986301369863,24.051848,0.0,0.0,289.47942
1.366120218579235,24.051848,0.0,0.0,290.47942
1.3623978201634876,24.051848,0.0,0.0,291.47942
1.358695652173913,24.051848,0.0,0.0,292.47942
1.3550135501355014,24.051848,0.0,0.0,293.47942
1.3513513513513513,24.051848,0.0,0.0,294.47942
1.3477088948787062,24.051848,0.0,0.0,295.47942
1.3440860215053763,24.051848,0.0,0.0,296.47942
1.3404825737265416,24.051848,0.0,0.0,297.47942
1.3368983957219251,24.051848,0.0,0.0,298.47942
1.3333333333333333,24.051848,0.0,0.0,299.47942
1.3297872340425532,24.051848,0.0,0.0,300.47942
1.3262599469496021,24.051848,0.0,0.0,301.47942
1.3227513227513228,24.051848,0.0,0.0,302.47942
1.3192612137203166,24.051848,0.0,0.0,303.47942
1.3157894736842106,24.051848,0.0,0.0,304.47942
1.3123359580052494,24.051848,0.0,0.0,305.47942
1.3089005235602094,24.051848,0.0,0.0,306.47942
1.3054830287206267,24.051848,0.0,0.0,307.47942
1.3020833333333333,24.051848,0.0,0.0,308.47942
1.2987012987012987,24.051848,0.0,0.0,309.47942
1.2953367875647668,24.051848,0.0,0.0,310.47942
1.2919896640826873,24.051848,0.0,0.0,311.47942
1.288659793814433,24.051848,0.0,0.0,312.47942
1.2853470437017995,24.051848,0.0,0.0,313.47942
1.2820512820512822,24.051848,0.0,0.0,314.47942
1.278772378516624,24.051848,0.0,0.0,315.47942
1.2755102040816326,24.051848,0.0,0.0,316.47942
1.272264631043257,24.051848,0.0,0.0,317.47942
1.2690355329949239,24.051848,0.0,0.0,318.47942
1.2658227848101267,24.051848,0.0,0.0,319.47942
1.2626262626262625,24.051848,0.0,0.0,320.47942
1.2594458438287153,24.051848,0.0,0.0,321.47942
1.256281407035176,24.051848,0.0,0.0,322.47942
1.2531328320802004,24.051848,0.0,0.0,323.47942
1.25,24.051848,0.0,0.0,324.47942
1.2468827930174564,24.051848,0.0,0.0,325.47942
1.243781094527363,24.051848,0.0,0.0,326.47942
1.2406947890818858,24.051848,0.0,0.0,327.47942
1.2376237623762376,24.051848,0.0,0.0,328.47942
1.2345679012345678,24.051848,0.0,0.0,329.47942
1.2315270935960592,24.051848,0.0,0.0,330.47942
1.2285012285012284,24.051848,0.0,0.0,331.47942
1.2254901960784315,24.051848,0.0,0.0,332.47942
1.2224938875305624,24.051848,0.0,0.0,333.47942
1.2195121951219512,24.051848,0.0,0.0,334.47942
1.2165450121654502,24.051848,0.0,0.0,335.47942
1.2135922330097086,24.051848,0.0,0.0,336.47942
1.2106537530266344,24.051848,0.0,0.0,337.47942
1.2077294685990339,24.051848,0.0,0.0,338.47942
1.2048192771084338,24.051848,0.0,0.0,339.47942
1.2019230769230769,24.051848,0.0,0.0,340.47942
1.1990407673860912,24.051848,0.0,0.0,341.47942
1.1961722488038278,24.051848,0.0,0.0,342.47942
1.1933174224343674,24.051848,0.0,0.0,343.47942
1.1904761904761905,24.051848,0.0,0.0,344.47942
1.187648456057007,24.051848,0.0,0.0,345.47942
1.1848341232227488,24.051848,0.0,0.0,346.47942
1.1820330969267139,24.051848,0.0,0.0,347.47942
1.179245283018868,24.051848,0.0,0.0,348.47942
1.1764705882352942,24.051848,0.0,0.0,349.47942
1.1737089201877935,24.051848,0.0,0.0,350.47942
1.17096018735363,24.051848,0.0,0.0,351.47942
1.1682242990654206,24.051848,0.0,0.0,352.47942
1.1655011655011656,24.051848,0.0,0.0,353.47942
1.1627906976744187,24.051848,0.0,0.0,354.47942
1.160092807424594,24.051848,0.0,0.0,355.47942
1.1574074074074074,24.051848,0.0,0.0,356.47942
1.1547344110854503,24.051848,0.0,0.0,357.47942
1.152073732718894,24.051848,0.0,0.0,358.47942
1.1494252873563218,24.051848,0.0,0.0,359.47942
1.146788990825688,24.051848,0.0,0.0,360.47942
1.1441647597254005,24.051848,0.0,0.0,361.47942
1.1415525114155252,24.051848,0.0,0.0,362.47942
1.1389521640091116,24.051848,0.0,0.0,363.47942
1.1363636363636365,24.051848,0.0,0.0,364.47942
1.1337868480725624,24.051848,0.0,0.0,365.47942
1.1312217194570136,24.051848,0.0,0.0,366.47942
1.1286681715575622,24.051848,0.0,0.0,367.47942
1.1261261261261262,24.051848,0.0,0.0,368.47942
1.1235955056179776,24.051848,0.0,0.0,369.47942
1.1210762331838564,24.051848,0.0,0.0,370.47942
1.1185682326621924,24.051848,0.0,0.0,371.47942
1.1160714285714286,24.051848,0.0,0.0,372.47942
1.1135857461024499,24.051848,0.0,0.0,373.47942
1.1111111111111112,24.051848,0.0,0.0,374.47942
1.1086474501108647,24.051848,0.0,0.0,375.47942
1.1061946902654867,24.051848,0.0,0.0,376.47942
1.1037527593818985,24.051848,0.0,0.0,377.47942
1.1013215859030836,24.051848,0.0,0.0,378.47942
1.098901098901099,24.051848,0.0,0.0,379.47942
1.0964912280701755,24.051848,0.0,0.0,380.47942
1.0940919037199124,24.051848,0.0,0.0,381.47942
1.091703056768559,24.051848,0.0,0.0,382.47942
1.0893246187363834,24.051848,0.0,0.0,383.47942
1.0869565217391304,24.051848,0.0,0.0,384.47942
1.0845986984815619,24.051848,0.0,0.0,385.47942
1.0822510822510822,24.051848,0.0,0.0,386.47942
1.079913606911447,24.051848,0.0,0.0,387.47942
1.0775862068965518,24.051848,0.0,0.0,388.47942
1.075268817204301,24.051848,0.0,0.0,389.47942
1.0729613733905579,24.051848,0.0,0.0,390.47942
1.0706638115631693,24.051848,0.0,0.0,391.47942
1.0683760683760684,24.051848,0.0,0.0,392.47942
1.0660980810234542,24.051848,0.0,0.0,393.47942
1.0638297872340425,24.051848,0.0,0.0,394.47942
1.0615711252653928,24.051848,0.0,0.0,395.47942
1.0593220338983051,24.051848,0.0,0.0,396.47942
1.0570824524312896,24.051848,0.0,0.0,397.47942
1.0548523206751055,24.051848,0.0,0.0,398.47942
1.0526315789473684,24.051848,0.0,0.0,399.47942
1.050420168067227,24.051848,0.0,0.0,400.47942
1.0482180293501049,24.051848,0.0,0.0,401.47942
1.0460251046025104,24.051848,0.0,0.0,402.47942
1.0438413361169103,24.051848,0.0,0.0,403.47942
1.0416666666666667,24.051848,0.0,0.0,404.47942
1.0395010395010396,24.051848,0.0,0.0,405.47942
1.037344398340249,24.051848,0.0,0.0,406.47942
1.0351966873706004,24.051848,0.0,0.0,407.47942
1.0330578512396693,24.051848,0.0,0.0,408.47942
1.0309278350515463,24.051848,0.0,0.0,409.47942
1.02880658436214,24.051848,0.0,0.0,410.47942
1.0266940451745379,24.051848,0.0,0.0,411.47942
1.0245901639344261,24.051848,0.0,0.0,412.47942
1.0224948875255624,24.051848,0.0,0.0,413.47942
1.0204081632653061,24.051848,0.0,0.0,414.47942
1.0183299389002036,24.051848,0.0,0.0,415.47942
1.016260162601626,24.051848,0.0,0.0,416.47942
1.0141987829614605,24.051848,0.0,0.0,417.47942
1.0121457489878543,24.051848,0.0,0.0,418.47942
1.0101010101010102,24.051848,0.0,0.0,419.47942
1.0080645161290323,24.051848,0.0,0.0,420.47942
1.0060362173038229,24.051848,0.0,0.0,421.47942
1.0040160642570282,24.051848,0.0,0.0,422.47942
1.002004008016032,24.051848,0.0,0.0,423.47942
1.0,24.051848,0.0,0.0,424.47942
0.998003992015968,24.051848,0.0,0.0,425.47942
0.9960159362549801,24.051848,0.0,0.0,426.47942
0.9940357852882704,24.051848,0.0,0.0,427.47942
0.9920634920634921,24.051848,0.0,0.0,428.47942
0.9900990099009901,24.051848,0.0,0.0,429.47942
0.9881422924901185,24.051848,0.0,0.0,430.47942
0.9861932938856016,24.051848,0.0,0.0,431.47942
0.984251968503937,24.051848,0.0,0.0,432.47942
0.9823182711198428,24.051848,0.0,0.0,433.47942
0.9803921568627451,24.051848,0.0,0.0,434.47942
0.9784735812133072,24.051848,0.0,0.0,435.47942
0.9765625,24.051848,0.0,0.0,436.47942
0.9746588693957114,24.051848,0.0,0.0,437.47942
0.9727626459143969,24.051848,0.0,0.0,438.47942
0.970873786407767,24.051848,0.0,0.0,439.47942
0.9689922480620154,24.051848,0.0,0.0,440.47942
0.9671179883945842,24.051848,0.0,0.0,441.47942
0.9652509652509652,24.051848,0.0,0.0,442.47942
0.9633911368015414,24.051848,0.0,0.0,443.47942
0.9615384615384616,24.051848,0.0,0.0,444.47942
0.9596928982725528,24.051848,0.0,0.0,445.47942
0.9578544061302682,24.051848,0.0,0.0,446.47942
0.9560229445506692,24.051848,0.0,0.0,447.47942
0.9541984732824428,24.051848,0.0,0.0,448.47942
0.9523809523809523,24.051848,0.0,0.0,449.47942
0.9505703422053232,24.051848,0.0,0.0,450.47942
0.9487666034155597,24.051848,0.0,0.0,451.47942
0.946969696969697,24.051848,0.0,0.0,452.47942
0.945179584120983,24.051848,0.0,0.0,453.47942
0.9433962264150944,24.051848,0.0,0.0,454.47942
0.9416195856873822,24.051848,0.0,0.0,455.47942
0.9398496240601504,24.051848,0.0,0.0,456.47942
0.9380863039399625,24.051848,0.0,0.0,457.47942
0.9363295880149812,24.051848,0.0,0.0,458.47942
0.9345794392523364,24.051848,0.0,0.0,459.47942
0.9328358208955224,24.051848,0.0,0.0,460.47942
0.931098696461825,24.051848,0.0,0.0,461.47942
0.929368029739777,24.051848,0.0,0.0,462.47942
0.9276437847866419,24.051848,0.0,0.0,463.47942
0.9259259259259259,24.051848,0.0,0.0,464.47942
0.9242144177449169,24.051848,0.0,0.0,465.47942
0.922509225092251,24.051848,0.0,0.0,466.47942
0.9208103130755064,24.051848,0.0,0.0,467.47942
0.9191176470588235,24.051848,0.0,0.0,468.47942
0.9174311926605505,24.051848,0.0,0.0,469.47942
0.9157509157509157,24.051848,0.0,0.0,470.47942
0.9140767824497258,24.051848,0.0,0.0,471.47942
0.9124087591240876,24.051848,0.0,0.0,472.47942
0.9107468123861566,24.051848,0.0,0.0,473.47942
0.9090909090909091,24.051848,0.0,0.0,474.47942
0.9074410163339383,24.051848,0.0,0.0,475.47942
0.9057971014492754,24.051848,0.0,0.0,476.47942
0.9041591320072333,24.051848,0.0,0.0,477.47942
0.9025270758122743,24.051848,0.0,0.0,478.47942
0.9009009009009009,24.051848,0.0,0.0,479.47942
0.8992805755395683,24.051848,0.0,0.0,480.47942
0.8976660682226212,24.051848,0.0,0.0,481.47942
0.8960573476702509,24.051848,0.0,0.0,482.47942
0.8944543828264758,24.051848,0.0,0.0,483.47942
0.8928571428571429,24.051848,0.0,0.0,484.47942
0.8912655971479501,24.051848,0.0,0.0,485.47942
0.8896797153024911,24.051848,0.0,0.0,486.47942
0.8880994671403197,24.051848,0.0,0.0,487.47942
0.8865248226950354,24.051848,0.0,0.0,488.47942
0.8849557522123894,24.051848,0.0,0.0,489.47942
0.8833922261484098,24.051848,0.0,0.0,490.47942
0.8818342151675485,24.051848,0.0,0.0,491.47942
0.8802816901408451,24.051848,0.0,0.0,492.47942
0.8787346221441125,24.051848,0.0,0.0,493.47942
0.8771929824561403,24.051848,0.0,0.0,494.47942
0.8756567425569177,24.051848,0.0,0.0,495.47942
0.8741258741258742,24.051848,0.0,0.0,496.47942
0.8726003490401396,24.051848,0.0,0.0,497.47942
0.8710801393728222,24.051848,0.0,0.0,498.47942
0.8695652173913043,24.051848,0.0,0.0,499.47942
0.8680555555555556,24.051848,0.0,0.0,500.47942
0.8665511265164645,24.051848,0.0,0.0,501.47942
0.8650519031141869,24.051848,0.0,0.0,502.47942
0.8635578583765112,24.051848,0.0,0.0,503.47942
0.8620689655172413,24.051848,0.0,0.0,504.47942
0.8605851979345955,24.051848,0.0,0.0,505.47942
0.8591065292096219,24.051848,0.0,0.0,506.47942
0.8576329331046312,24.051848,0.0,0.0,507.47942
0.8561643835616438,24.051848,0.0,0.0,508.47942
0.8547008547008547,24.051848,0.0,0.0,509.47942
0.8532423208191127,24.051848,0.0,0.0,510.47942
0.8517887563884157,24.051848,0.0,0.0,511.47942
0.8503401360544217,24.051848,0.0,0.0,512.47942
0.8488964346349746,24.051848,0.0,0.0,513.47942
0.847457627118644,24.051848,0.0,0.0,514.47942
0.8460236886632826,24.051848,0.0,0.0,515.47942
0.8445945945945946,24.051848,0.0,0.0,516.47942
0.8431703204047217,24.051848,0.0,0.0,517.47942
0.8417508417508418,24.051848,0.0,0.0,518.47942
0.8403361344537815,24.051848,0.0,0.0,519.47942
0.8389261744966443,24.051848,0.0,0.0,520.47942
0.8375209380234506,24.051848,0.0,0.0,521.47942
0.8361204013377926,24.051848,0.0,0.0,522.47942
0.8347245409015025,24.051848,0.0,0.0,523.47942
0.8333333333333334,24.051848,0.0,0.0,524.47942
0.831946755407654,24.051848,0.0,0.0,525.47942
0.8305647840531561,24.051848,0.0,0.0,526.47942
0.8291873963515755,24.051848,0.0,0.0,527.47942
0.8278145695364238,24.051848,0.0,0.0,528.47942
0.8264462809917356,24.051848,0.0,0.0,529.47942
0.8250825082508251,24.051848,0.0,0.0,530.47942
0.8237232289950577,24.051848,0.0,0.0,531.47942
0.8223684210526315,24.051848,0.0,0.0,532.47942
0.8210180623973727,24.051848,0.0,0.0,533.47942
0.819672131147541,24.051848,0.0,0.0,534.47942
0.8183306055646481,24.051848,0.0,0.0,535.47942
0.8169934640522876,24.051848,0.0,0.0,536.47942
0.8156606851549756,24.051848,0.0,0.0,537.47942
0.8143322475570033,24.051848,0.0,0.0,538.47942
0.8130081300813008,24.051848,0.0,0.0,539.47942
0.8116883116883117,24.051848,0.0,0.0,540.47942
0.8103727714748784,24.051848,0.0,0.0,541.47942
0.8090614886731392,24.051848,0.0,0.0,542.47942
0.8077544426494345,24.051848,0.0,0.0,543.47942
0.8064516129032258,24.051848,0.0,0.0,544.47942
0.8051529790660226,24.051848,0.0,0.0,545.47942
0.8038585209003215,24.051848,0.0,0.0,546.47942
0.8025682182985554,24.051848,0.0,0.0,547.47942
0.8012820512820513,24.051848,0.0,0.0,548.47942
0.8,24.051848,0.0,0.0,549.47942
0.7987220447284346,24.051848,0.0,0.0,550.47942
0.7974481658692185,24.051848,0.0,0.0,551.47942
0.7961783439490446,24.051848,0.0,0.0,552.47942
0.794912559618442,24.051848,0.0,0.0,553.47942
0.7936507936507936,24.051848,0.0,0.0,554.47942
0.7923930269413629,24.051848,0.0,0.0,555.47942
0.7911392405063291,24.051848,0.0,0.0,556.47942
0.7898894154818326,24.051848,0.0,0.0,557.47942
0.7886435331230284,24.051848,0.0,0.0,558.47942
0.7874015748031497,24.051848,0.0,0.0,559.47942
0.7861635220125787,24.051848,0.0,0.0,560.47942
0.7849293563579278,24.051848,0.0,0.0,561.47942
0.7836990595611285,24.051848,0.0,0.0,562.47942
0.7824726134585289,24.051848,0.0,0.0,563.47942
0.78125,24.051848,0.0,0.0,564.47942
0.7800312012480499,24.051848,0.0,0.0,565.47942
0.778816199376947,24.051848,0.0,0.0,566.47942
0.7776049766718507,24.051848,0.0,0.0,567.47942
0.7763975155279503,24.051848,0.0,0.0,568.47942
0.7751937984496124,24.051848,0.0,0.0,569.47942
0.7739938080495357,24.051848,0.0,0.0,570.47942
0.7727975270479135,24.051848,0.0,0.0,571.47942
0.7716049382716049,24.051848,0.0,0.0,572.47942
0.7704160246533128,24.051848,0.0,0.0,573.47942
0.7692307692307693,24.051848,0.0,0.0,574.47942
0.7680491551459293,24.051848,0.0,0.0,575.47942
0.7668711656441718,24.051848,0.0,0.0,576.47942
0.7656967840735069,24.051848,0.0,0.0,577.47942
0.764525993883792,24.051848,0.0,0.0,578.47942
