,BIOMASS,R00200,R00268,R00341,R00342,R00351,R00405,R00658,R00703,R01015,R01049,R01056,R01061,R01070,R01082,R01196,R01197,R01325,R01512,R01518,R01528,R01529,R01641,R01786,R01830,R01899,R01900,R02035,R02164,R02740,R04779,Glucose_input,Oxygen_input,CO2_output,Lactate_output,Acetate_output,Glutamate_input,Ammonia_output,Glu_Exchange,acetyl_CoA_hydrolase,NADP_Exchange,ADP_Exchange,AMP_Exchange,R00835,R08575,R00243,Oxophos
22,33.658701,-17.018849,0.0,28.790306,62.15584,0.0,-50.063615,-11.771457,0.0,-11.294637,4.3284753,-2.8856502,21.146449,11.294637,-62.15584,0.0,-50.063615,0.0,-21.146449,11.771457,0.0,-2.8856502,1.4428251,22.0,1.4428251,0.0,0.0,0.0,50.063615,12.737462,11.294637,22.0,135.81409,202.57578,0.0,0.0,100.0,87.907775,0.0,-1.5675194,105.47159,-70.866986,4.3284753,0.0,-1.4428251,100.0,135.81409
23,34.126183,-17.255222,0.0,27.801283,61.630226,0.0,-49.370054,-10.546061,0.0,-12.145951,4.388593,-2.9257286,22.829039,12.145951,-61.630226,0.0,-49.370054,0.0,-22.829039,10.546061,0.0,-2.9257286,1.4628643,23.0,1.4628643,0.0,0.0,0.0,49.370054,13.608816,12.145951,23.0,137.70039,202.61156,0.0,0.0,100.0,87.739828,0.0,-1.5892905,106.93648,-71.85125,4.388593,0.0,-1.4628643,100.0,137.70039
24,34.593665,-17.491595,0.0,26.812259,61.104613,0.0,-48.676493,-9.3206646,0.0,-12.997266,4.4487107,-2.9658071,24.511628,12.997266,-61.104613,0.0,-48.676493,0.0,-24.511628,9.3206646,0.0,-2.9658071,1.4829036,24.0,1.4829036,0.0,0.0,0.0,48.676493,14.480169,12.997266,24.0,139.5867,202.64733,0.0,0.0,100.0,87.57188,0.0,-1.6110616,108.40136,-72.835514,4.4487107,0.0,-1.4829036,100.0,139.5867
25,35.061147,-17.727968,0.0,25.823236,60.579,0.0,-47.982932,-8.0952681,0.0,-13.84858,4.5088284,-3.0058856,26.194218,13.84858,-60.579,0.0,-47.982932,0.0,-26.194218,8.0952681,0.0,-3.0058856,1.5029428,25.0,1.5029428,0.0,0.0,0.0,47.982932,15.351523,13.84858,25.0,141.47301,202.68311,0.0,0.0,100.0,87.403932,0.0,-1.6328327,109.86624,-73.819778,4.5088284,0.0,-1.5029428,100.0,141.47301
26,35.528629,-17.96434,0.0,24.834212,60.053386,0.0,-47.289371,-6.8698717,0.0,-14.699895,4.5689461,-3.0459641,27.876807,14.699895,-60.053386,0.0,-47.289371,0.0,-27.876807,6.8698717,0.0,-3.0459641,1.522982,26.0,1.522982,0.0,0.0,0.0,47.289371,16.222877,14.699895,26.0,143.35931,202.71888,0.0,0.0,100.0,87.235985,0.0,-1.6546038,111.33112,-74.804041,4.5689461,0.0,-1.522982,100.0,143.35931
27,35.996111,-18.200713,0.0,23.845189,59.527773,0.0,-46.59581,-5.6444753,0.0,-15.551209,4.6290638,-3.0860425,29.559397,15.551209,-59.527773,0.0,-46.59581,0.0,-29.559397,5.6444753,0.0,-3.0860425,1.5430213,27.0,1.5430213,0.0,0.0,0.0,46.59581,17.09423,15.551209,27.0,145.24562,202.75466,0.0,0.0,100.0,87.068037,0.0,-1.6763749,112.79601,-75.788305,4.6290638,0.0,-1.5430213,100.0,145.24562
28,36.463593,-18.437086,0.0,22.856165,59.00216,0.0,-45.90225,-4.4190789,0.0,-16.402523,4.6891815,-3.126121,31.241986,16.402523,-59.00216,0.0,-45.90225,0.0,-31.241986,4.4190789,0.0,-3.126121,1.5630605,28.0,1.5630605,0.0,0.0,0.0,45.90225,17.965584,16.402523,28.0,147.13193,202.79043,0.0,0.0,100.0,86.90009,0.0,-1.698146,114.26089,-76.772569,4.6891815,0.0,-1.5630605,100.0,147.13193
29,36.931074,-18.673459,0.0,21.867142,58.476546,0.0,-45.208689,-3.1936824,0.0,-17.253838,4.7492992,-3.1661995,32.924576,17.253838,-58.476546,0.0,-45.208689,0.0,-32.924576,3.1936824,0.0,-3.1661995,1.5830997,29.0,1.5830997,0.0,0.0,0.0,45.208689,18.836938,17.253838,29.0,149.01823,202.82621,0.0,0.0,100.0,86.732142,0.0,-1.7199171,115.72577,-77.756832,4.7492992,0.0,-1.5830997,100.0,149.01823
30,37.398556,-18.909832,0.0,20.878118,57.950933,0.0,-44.515128,-1.968286,0.0,-18.105152,4.809417,-3.206278,34.607166,18.105152,-57.950933,0.0,-44.515128,0.0,-34.607166,1.968286,0.0,-3.206278,1.603139,30.0,1.603139,0.0,0.0,0.0,44.515128,19.708291,18.105152,30.0,150.90454,202.86198,0.0,0.0,100.0,86.564195,0.0,-1.7416882,117.19066,-78.741096,4.809417,0.0,-1.603139,100.0,150.90454
31,37.866038,-19.146205,0.0,19.889095,57.42532,0.0,-43.821567,-0.7428896,0.0,-18.956467,4.8695347,-3.2463564,36.289755,18.956467,-57.42532,0.0,-43.821567,0.0,-36.289755,0.7428896,0.0,-3.2463564,1.6231782,31.0,1.6231782,0.0,0.0,0.0,43.821567,20.579645,18.956467,31.0,152.79085,202.89776,0.0,0.0,100.0,86.396247,0.0,-1.7634593,118.65554,-79.72536,4.8695347,0.0,-1.6231782,100.0,152.79085
32,38.33352,-19.382578,0.0,18.900071,56.899706,0.0,-43.128006,0.48250683,0.0,-19.807781,4.9296524,-3.2864349,37.972345,19.807781,-56.899706,0.0,-43.128006,0.0,-37.972345,-0.48250683,0.0,-3.2864349,1.6432175,32.0,1.6432175,0.0,0.0,0.0,43.128006,21.450999,19.807781,32.0,154.67715,202.93353,0.0,0.0,100.0,86.228299,0.0,-1.7852304,120.12042,-80.709623,4.9296524,0.0,-1.6432175,100.0,154.67715
33,38.801002,-19.618951,0.0,17.911048,56.374093,0.0,-42.434445,1.7079032,0.0,-20.659095,4.9897701,-3.3265134,39.654934,20.659095,-56.374093,0.0,-42.434445,0.0,-39.654934,-1.7079032,0.0,-3.3265134,1.6632567,33.0,1.6632567,0.0,0.0,0.0,42.434445,22.322352,20.659095,33.0,156.56346,202.9693,0.0,0.0,100.0,86.060352,0.0,-1.8070015,121.58531,-81.693887,4.9897701,0.0,-1.6632567,100.0,156.56346
34,39.268484,-19.855324,0.0,16.922024,55.84848,0.0,-41.740884,2.9332997,0.0,-21.51041,5.0498878,-3.3665919,41.337524,21.51041,-55.84848,0.0,-41.740884,0.0,-41.337524,-2.9332997,0.0,-3.3665919,1.6832959,34.0,1.6832959,0.0,0.0,0.0,41.740884,23.193706,21.51041,34.0,158.44977,203.00508,0.0,0.0,100.0,85.892404,0.0,-1.8287726,123.05019,-82.678151,5.0498878,0.0,-1.6832959,100.0,158.44977
35,39.735966,-20.091697,0.0,15.933,55.322866,0.0,-41.047323,4.1586961,0.0,-22.361724,5.1100055,-3.4066703,43.020113,22.361724,-55.322866,0.0,-41.047323,0.0,-43.020113,-4.1586961,0.0,-3.4066703,1.7033352,35.0,1.7033352,0.0,0.0,0.0,41.047323,24.065059,22.361724,35.0,160.33607,203.04085,0.0,0.0,100.0,85.724457,0.0,-1.8505437,124.51507,-83.662415,5.1100055,0.0,-1.7033352,100.0,160.33607
36,40.203448,-20.328069,0.0,14.943977,54.797253,0.0,-40.353762,5.3840925,0.0,-23.213039,5.1701232,-3.4467488,44.702703,23.213039,-54.797253,0.0,-40.353762,0.0,-44.702703,-5.3840925,0.0,-3.4467488,1.7233744,36.0,1.7233744,0.0,0.0,0.0,40.353762,24.936413,23.213039,36.0,162.22238,203.07663,0.0,0.0,100.0,85.556509,0.0,-1.8723148,125.97996,-84.646678,5.1701232,0.0,-1.7233744,100.0,162.22238
37,40.67093,-20.564442,0.0,13.954953,54.27164,0.0,-39.660201,6.6094889,0.0,-24.064353,5.2302409,-3.4868273,46.385293,24.064353,-54.27164,0.0,-39.660201,0.0,-46.385293,-6.6094889,0.0,-3.4868273,1.7434136,37.0,1.7434136,0.0,0.0,0.0,39.660201,25.807767,24.064353,37.0,164.10869,203.1124,0.0,0.0,100.0,85.388562,0.0,-1.8940859,127.44484,-85.630942,5.2302409,0.0,-1.7434136,100.0,164.10869
38,41.138412,-20.800815,0.0,12.96593,53.746026,0.0,-38.96664,7.8348854,0.0,-24.915668,5.2903587,-3.5269058,48.067882,24.915668,-53.746026,0.0,-38.96664,0.0,-48.067882,-7.8348854,0.0,-3.5269058,1.7634529,38.0,1.7634529,0.0,0.0,0.0,38.96664,26.67912,24.915668,38.0,165.99499,203.14818,0.0,0.0,100.0,85.220614,0.0,-1.915857,128.90972,-86.615206,5.2903587,0.0,-1.7634529,100.0,165.99499
39,41.605894,-21.037188,0.0,11.976906,53.220413,0.0,-38.27308,9.0602818,0.0,-25.766982,5.3504764,-3.5669842,49.750472,25.766982,-53.220413,0.0,-38.27308,0.0,-49.750472,-9.0602818,0.0,-3.5669842,1.7834921,39.0,1.7834921,0.0,0.0,0.0,38.27308,27.550474,25.766982,39.0,167.8813,203.18395,0.0,0.0,100.0,85.052667,0.0,-1.9376281,130.37461,-87.599469,5.3504764,0.0,-1.7834921,100.0,167.8813
40,42.073376,-21.273561,0.0,10.987883,52.6948,0.0,-37.579519,10.285678,0.0,-26.618296,5.4105941,-3.6070627,51.433061,26.618296,-52.6948,0.0,-37.579519,0.0,-51.433061,-10.285678,0.0,-3.6070627,1.8035314,40.0,1.8035314,0.0,0.0,0.0,37.579519,28.421828,26.618296,40.0,169.76761,203.21973,0.0,0.0,100.0,84.884719,0.0,-1.9593992,131.83949,-88.583733,5.4105941,0.0,-1.8035314,100.0,169.76761
41,42.540858,-21.509934,0.0,9.9988593,52.169186,0.0,-36.885958,11.511075,0.0,-27.469611,5.4707118,-3.6471412,53.115651,27.469611,-52.169186,0.0,-36.885958,0.0,-53.115651,-11.511075,0.0,-3.6471412,1.8235706,41.0,1.8235706,0.0,0.0,0.0,36.885958,29.293181,27.469611,41.0,171.65391,203.2555,0.0,0.0,100.0,84.716771,0.0,-1.9811703,133.30437,-89.567997,5.4707118,0.0,-1.8235706,100.0,171.65391
42,43.00834,-21.746307,0.0,9.0098358,51.643573,0.0,-36.192397,12.736471,0.0,-28.320925,5.5308295,-3.6872197,54.79824,28.320925,-51.643573,0.0,-36.192397,0.0,-54.79824,-12.736471,0.0,-3.6872197,1.8436098,42.0,1.8436098,0.0,0.0,0.0,36.192397,30.164535,28.320925,42.0,173.54022,203.29128,0.0,0.0,100.0,84.548824,0.0,-2.0029414,134.76926,-90.55226,5.5308295,0.0,-1.8436098,100.0,173.54022
43,43.475822,-21.98268,0.0,8.0208123,51.11796,0.0,-35.498836,13.961867,0.0,-29.17224,5.5909472,-3.7272981,56.48083,29.17224,-51.11796,0.0,-35.498836,0.0,-56.48083,-13.961867,0.0,-3.7272981,1.8636491,43.0,1.8636491,0.0,0.0,0.0,35.498836,31.035889,29.17224,43.0,175.42653,203.32705,0.0,0.0,100.0,84.380876,0.0,-2.0247125,136.23414,-91.536524,5.5909472,0.0,-1.8636491,100.0,175.42653
44,43.943304,-22.219053,0.0,7.0317888,50.592346,0.0,-34.805275,15.187264,0.0,-30.023554,5.6510649,-3.7673766,58.16342,30.023554,-50.592346,0.0,-34.805275,0.0,-58.16342,-15.187264,0.0,-3.7673766,1.8836883,44.0,1.8836883,0.0,0.0,0.0,34.805275,31.907242,30.023554,44.0,177.31283,203.36283,0.0,0.0,100.0,84.212929,0.0,-2.0464836,137.69902,-92.520788,5.6510649,0.0,-1.8836883,100.0,177.31283
45,44.410786,-22.455426,0.0,6.0427652,50.066733,0.0,-34.111714,16.41266,0.0,-30.874868,5.7111826,-3.8074551,59.846009,30.874868,-50.066733,0.0,-34.111714,0.0,-59.846009,-16.41266,0.0,-3.8074551,1.9037275,45.0,1.9037275,0.0,0.0,0.0,34.111714,32.778596,30.874868,45.0,179.19914,203.3986,0.0,0.0,100.0,84.044981,0.0,-2.0682547,139.16391,-93.505052,5.7111826,0.0,-1.9037275,100.0,179.19914
46,44.878268,-22.691798,0.0,5.0537417,49.54112,0.0,-33.418153,17.638057,0.0,-31.726183,5.7713003,-3.8475336,61.528599,31.726183,-49.54112,0.0,-33.418153,0.0,-61.528599,-17.638057,0.0,-3.8475336,1.9237668,46.0,1.9237668,0.0,0.0,0.0,33.418153,33.64995,31.726183,46.0,181.08545,203.43438,0.0,0.0,100.0,83.877034,0.0,-2.0900258,140.62879,-94.489315,5.7713003,0.0,-1.9237668,100.0,181.08545
47,45.34575,-22.928171,0.0,4.0647182,49.015506,0.0,-32.724592,18.863453,0.0,-32.577497,5.8314181,-3.887612,63.211188,32.577497,-49.015506,0.0,-32.724592,0.0,-63.211188,-18.863453,0.0,-3.887612,1.943806,47.0,1.943806,0.0,0.0,0.0,32.724592,34.521303,32.577497,47.0,182.97175,203.47015,0.0,0.0,100.0,83.709086,0.0,-2.1117969,142.09367,-95.473579,5.8314181,0.0,-1.943806,100.0,182.97175
48,45.813232,-23.164544,0.0,3.0756947,48.489893,0.0,-32.031031,20.08885,0.0,-33.428812,5.8915358,-3.9276905,64.893778,33.428812,-48.489893,0.0,-32.031031,0.0,-64.893778,-20.08885,0.0,-3.9276905,1.9638453,48.0,1.9638453,0.0,0.0,0.0,32.031031,35.392657,33.428812,48.0,184.85806,203.50593,0.0,0.0,100.0,83.541138,0.0,-2.133568,143.55856,-96.457843,5.8915358,0.0,-1.9638453,100.0,184.85806
49,46.280714,-23.400917,0.0,2.0866712,47.96428,0.0,-31.337471,21.314246,0.0,-34.280126,5.9516535,-3.967769,66.576367,34.280126,-47.96428,0.0,-31.337471,0.0,-66.576367,-21.314246,0.0,-3.967769,1.9838845,49.0,1.9838845,0.0,0.0,0.0,31.337471,36.26401,34.280126,49.0,186.74437,203.5417,0.0,0.0,100.0,83.373191,0.0,-2.1553391,145.02344,-97.442106,5.9516535,0.0,-1.9838845,100.0,186.74437
50,46.748196,-23.63729,0.0,1.0976476,47.438666,0.0,-30.64391,22.539642,0.0,-35.13144,6.0117712,-4.0078475,68.258957,35.13144,-47.438666,0.0,-30.64391,0.0,-68.258957,-22.539642,0.0,-4.0078475,2.0039237,50.0,2.0039237,0.0,0.0,0.0,30.64391,37.135364,35.13144,50.0,188.63068,203.57748,0.0,0.0,100.0,83.205243,0.0,-2.1771102,146.48832,-98.42637,6.0117712,0.0,-2.0039237,100.0,188.63068
51,47.215677,-23.873663,0.0,0.10862411,46.913053,0.0,-29.950349,23.765039,0.0,-35.982755,6.0718889,-4.0479259,69.941547,35.982755,-46.913053,0.0,-29.950349,0.0,-69.941547,-23.765039,0.0,-4.0479259,2.023963,51.0,2.023963,0.0,0.0,0.0,29.950349,38.006718,35.982755,51.0,190.51698,203.61325,0.0,0.0,100.0,83.037296,0.0,-2.1988813,147.95321,-99.410634,6.0718889,0.0,-2.023963,100.0,190.51698
52,47.683159,-24.110036,0.0,-0.88039942,46.38744,0.0,-29.256788,24.990435,0.0,-36.834069,6.1320066,-4.0880044,71.624136,36.834069,-46.38744,0.0,-29.256788,0.0,-71.624136,-24.990435,0.0,-4.0880044,2.0440022,52.0,2.0440022,0.0,0.0,0.0,29.256788,38.878071,36.834069,52.0,192.40329,203.64903,0.0,0.0,100.0,82.869348,0.0,-2.2206524,149.41809,-100.3949,6.1320066,0.0,-2.0440022,100.0,192.40329
53,48.150641,-24.346409,0.0,-1.8694229,45.861826,0.0,-28.563227,26.215832,0.0,-37.685384,6.1921243,-4.1280829,73.306726,37.685384,-45.861826,0.0,-28.563227,0.0,-73.306726,-26.215832,0.0,-4.1280829,2.0640414,53.0,2.0640414,0.0,0.0,0.0,28.563227,39.749425,37.685384,53.0,194.2896,203.6848,0.0,0.0,100.0,82.701401,0.0,-2.2424235,150.88297,-101.37916,6.1921243,0.0,-2.0640414,100.0,194.2896
