,BIOMASS,R00200,R00268,R00341,R00342,R00351,R00405,R00658,R00703,R01015,R01049,R01056,R01061,R01070,R01082,R01196,R01197,R01325,R01512,R01518,R01528,R01529,R01641,R01786,R01830,R01899,R01900,R02035,R02164,R02740,R04779,Glucose_input,Oxygen_input,CO2_output,Lactate_output,Acetate_output,Glutamate_input,Ammonia_output,Glu_Exchange,acetyl_CoA_hydrolase,NADP_Exchange,ADP_Exchange,AMP_Exchange,R00835,R08575,R00243,Oxophos
261,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
262,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
263,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
264,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
265,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
266,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
267,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
268,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
269,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
270,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
271,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
272,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
273,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
274,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
275,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
276,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
277,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
278,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
279,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
280,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
281,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
282,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
283,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
284,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
285,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
286,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
287,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
288,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
289,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
290,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
291,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
292,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
293,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
294,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
295,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
296,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
297,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
298,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
299,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
300,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
301,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
302,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
303,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
304,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
305,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
306,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
307,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
308,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
309,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
310,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
311,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
312,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
313,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
314,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
315,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
316,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
317,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
318,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
319,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
320,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
321,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
