,Glucose,Lac,Glutamate,Ammonia
0,,,,
1,1.0,0.0,7.0190531,0.0
2,1.0,0.0,7.019053,0.0
3,1.0,0.0,7.0190529999999995,0.0
4,1.0,0.0,7.019053,0.0
5,1.0,0.0,7.0190529999999995,0.0
6,1.0,0.0,7.0190529999999995,0.0
7,1.0,0.0,7.0190529999999995,0.0
8,1.0,0.0,7.019053,0.0
9,1.0,0.0,7.019053,0.0
10,1.0,0.0,7.019053099999999,0.0
11,1.0,0.0,7.019053090909091,0.0
12,1.0,0.0,7.0190530833333336,0.0
13,1.0,0.0,7.019053076923077,0.0
14,1.0,0.0,7.019053071428572,0.0
15,1.0,0.0,6.666666666666667,0.043943640666666665
16,1.0,0.0,6.25,0.095903225
17,1.0,0.0,5.882352941176471,0.14174991764705883
18,1.0,0.0,5.555555555555555,0.18250253333333333
19,1.0,0.0,5.2631578947368425,0.2189654
20,1.0,0.0,5.0,0.25178197999999996
21,1.0,0.0,4.761904761904762,0.2814731714285714
22,1.0,0.0,4.545454545454546,0.3084651636363636
23,1.0,0.0,4.3478260869565215,0.3331100260869565
24,1.0,0.0,4.166666666666667,0.35570115
25,1.0,0.0,4.0,0.376484984
26,1.0,0.0,3.8461538461538463,0.3956700769230769
27,1.0,0.0,3.7037037037037037,0.413434037037037
28,1.0,0.0,3.5714285714285716,0.4299291428571429
29,1.0,0.0,3.4482758620689653,0.44528665517241384
30,1.0,0.0,3.3333333333333335,0.45962033333333335
31,1.0,0.0,3.225806451612903,0.4730292580645161
32,1.0,0.0,3.125,0.485600125
33,1.0,0.0,3.0303030303030303,0.4974091212121213
34,1.0,0.0,2.9411764705882355,0.5085234705882353
35,1.0,0.0,2.857142857142857,0.5190027142857143
36,1.0,0.0,2.7777777777777777,0.5288997777777777
37,1.0,0.0,2.7027027027027026,0.5382618648648648
38,1.0,0.0,2.6315789473684212,0.5471312105263157
39,1.0,0.0,2.5641025641025643,0.555545717948718
40,1.0,0.0,2.5,0.5635395
41,1.0,0.0,2.4390243902439024,0.5711433414634146
42,1.0,0.0,2.380952380952381,0.5783850952380952
43,1.0,0.0,2.3255813953488373,0.5852900232558139
44,1.0,0.0,2.272727272727273,0.5918810909090909
45,1.0,0.0,2.2222222222222223,0.5981792222222222
46,1.0,0.0,2.1739130434782608,0.6042035217391304
47,1.0,0.0,2.127659574468085,0.6099714680851064
48,1.0,0.0,2.0833333333333335,0.6154990833333334
49,1.0,0.0,2.0408163265306123,0.6208010612244897
50,1.0,0.0,2.0,0.62589098
51,1.0,0.0,1.9607843137254901,0.630781294117647
52,1.0,0.0,1.9230769230769231,0.6354835192307693
53,1.0,0.0,1.8867924528301887,0.6400083018867925
54,1.0,0.0,1.8518518518518519,0.6443655
55,1.0,0.0,1.8181818181818181,0.6485642545454545
56,1.0,0.0,1.7857142857142858,0.6526130535714286
57,1.0,0.0,1.7543859649122806,0.6565197894736842
58,1.0,0.0,1.7241379310344827,0.6602918103448276
