,BIOMASS,R00200,R00268,R00341,R00342,R00351,R00405,R00658,R00703,R01015,R01049,R01056,R01061,R01070,R01082,R01196,R01197,R01325,R01512,R01518,R01528,R01529,R01641,R01786,R01830,R01899,R01900,R02035,R02164,R02740,R04779,Glucose_input,Oxygen_input,CO2_output,Lactate_output,Glutamate_input,Ammonia_output,Glu_Exchange,acetyl_CoA_hydrolase,NADP_Exchange,ADP_Exchange,AMP_Exchange,R00835,R08575,R00243,Oxophos
244,60.470333,-61.583408,0.0,-38.219064,21.724572,0.0,0.0,99.802473,-31.007794,-80.767028,7.7764243,-5.1842829,158.94191,80.767028,-21.724572,-0.0,0.0,0.0,-158.94191,-99.802473,0.0,-5.1842829,2.5921414,100.0,2.5921414,0.0,0.0,0.0,0.0,83.359169,80.767028,100.0,244.0,184.05636,31.007794,89.71439,67.989819,0.0,-2.8161639,189.48748,-96.309962,7.7764243,0.0,-2.5921414,89.71439,244.0
245,60.718162,-61.016127,0.0,-38.3757,21.813607,0.0,0.0,99.391827,-30.315203,-80.688204,7.8082949,-5.2055299,158.77364,80.688204,-21.813607,-0.0,0.0,0.0,-158.77364,-99.391827,0.0,-5.2055299,2.602765,100.0,2.602765,0.0,0.0,0.0,0.0,83.290969,80.688204,100.0,245.0,184.81069,30.315203,90.082072,68.268465,0.0,-2.8277055,190.26406,-97.524347,7.8082949,0.0,-2.602765,90.082072,245.0
246,60.965991,-60.448846,0.0,-38.532335,21.902642,0.0,0.0,98.981181,-29.622612,-80.60938,7.8401655,-5.226777,158.60537,80.60938,-21.902642,-0.0,0.0,0.0,-158.60537,-98.981181,0.0,-5.226777,2.6133885,100.0,2.6133885,0.0,0.0,0.0,0.0,83.222769,80.60938,100.0,246.0,185.56502,29.622612,90.449754,68.547112,0.0,-2.8392472,191.04065,-98.738732,7.8401655,0.0,-2.6133885,90.449754,246.0
247,61.21382,-59.881565,0.0,-38.688971,21.991677,0.0,0.0,98.570536,-28.930021,-80.530557,7.8720361,-5.2480241,158.4371,80.530557,-21.991677,-0.0,0.0,0.0,-158.4371,-98.570536,0.0,-5.2480241,2.624012,100.0,2.624012,0.0,0.0,0.0,0.0,83.154569,80.530557,100.0,247.0,186.31935,28.930021,90.817436,68.825759,0.0,-2.8507888,191.81724,-99.953117,7.8720361,0.0,-2.624012,90.817436,247.0
248,61.46165,-59.314284,0.0,-38.845606,22.080712,0.0,0.0,98.15989,-28.23743,-80.451733,7.9039067,-5.2692711,158.26883,80.451733,-22.080712,-0.0,0.0,0.0,-158.26883,-98.15989,0.0,-5.2692711,2.6346356,100.0,2.6346356,0.0,0.0,0.0,0.0,83.086369,80.451733,100.0,248.0,187.07368,28.23743,91.185118,69.104406,0.0,-2.8623305,192.59383,-101.1675,7.9039067,0.0,-2.6346356,91.185118,248.0
249,61.709479,-58.747003,0.0,-39.002242,22.169747,0.0,0.0,97.749245,-27.544839,-80.372909,7.9357773,-5.2905182,158.10056,80.372909,-22.169747,-0.0,0.0,0.0,-158.10056,-97.749245,0.0,-5.2905182,2.6452591,100.0,2.6452591,0.0,0.0,0.0,0.0,83.018168,80.372909,100.0,249.0,187.82801,27.544839,91.5528,69.383053,0.0,-2.8738721,193.37042,-102.38189,7.9357773,0.0,-2.6452591,91.5528,249.0
250,61.957308,-58.179722,0.0,-39.158877,22.258783,0.0,0.0,97.338599,-26.852248,-80.294086,7.9676479,-5.3117653,157.93229,80.294086,-22.258783,-0.0,0.0,0.0,-157.93229,-97.338599,0.0,-5.3117653,2.6558826,100.0,2.6558826,0.0,0.0,0.0,0.0,82.949968,80.294086,100.0,250.0,188.58234,26.852248,91.920482,69.661699,0.0,-2.8854138,194.147,-103.59627,7.9676479,0.0,-2.6558826,91.920482,250.0
251,62.205137,-57.61244,0.0,-39.315513,22.347818,0.0,0.0,96.927953,-26.159657,-80.215262,7.9995185,-5.3330123,157.76402,80.215262,-22.347818,-0.0,0.0,0.0,-157.76402,-96.927953,0.0,-5.3330123,2.6665062,100.0,2.6665062,0.0,0.0,0.0,0.0,82.881768,80.215262,100.0,251.0,189.33667,26.159657,92.288164,69.940346,0.0,-2.8969555,194.92359,-104.81066,7.9995185,0.0,-2.6665062,92.288164,251.0
252,62.452967,-57.045159,0.0,-39.472149,22.436853,0.0,0.0,96.517308,-25.467066,-80.136438,8.0313891,-5.3542594,157.59575,80.136438,-22.436853,-0.0,0.0,0.0,-157.59575,-96.517308,0.0,-5.3542594,2.6771297,100.0,2.6771297,0.0,0.0,0.0,0.0,82.813568,80.136438,100.0,252.0,190.091,25.467066,92.655846,70.218993,0.0,-2.9084971,195.70018,-106.02504,8.0313891,0.0,-2.6771297,92.655846,252.0
253,62.700796,-56.477878,0.0,-39.628784,22.525888,0.0,0.0,96.106662,-24.774475,-80.057615,8.0632597,-5.3755064,157.42748,80.057615,-22.525888,-0.0,0.0,0.0,-157.42748,-96.106662,0.0,-5.3755064,2.6877532,100.0,2.6877532,0.0,0.0,0.0,0.0,82.745368,80.057615,100.0,253.0,190.84533,24.774475,93.023528,70.49764,0.0,-2.9200388,196.47677,-107.23943,8.0632597,0.0,-2.6877532,93.023528,253.0
254,62.948625,-55.910597,0.0,-39.78542,22.614923,0.0,0.0,95.696017,-24.081884,-79.978791,8.0951302,-5.3967535,157.25921,79.978791,-22.614923,-0.0,0.0,0.0,-157.25921,-95.696017,0.0,-5.3967535,2.6983767,100.0,2.6983767,0.0,0.0,0.0,0.0,82.677168,79.978791,100.0,254.0,191.59966,24.081884,93.39121,70.776287,0.0,-2.9315804,197.25336,-108.45381,8.0951302,0.0,-2.6983767,93.39121,254.0
255,63.196454,-55.343316,0.0,-39.942055,22.703958,0.0,0.0,95.285371,-23.389293,-79.899967,8.1270008,-5.4180006,157.09093,79.899967,-22.703958,-0.0,0.0,0.0,-157.09093,-95.285371,0.0,-5.4180006,2.7090003,100.0,2.7090003,0.0,0.0,0.0,0.0,82.608968,79.899967,100.0,255.0,192.35399,23.389293,93.758892,71.054933,0.0,-2.9431221,198.02994,-109.6682,8.1270008,0.0,-2.7090003,93.758892,255.0
256,63.444284,-54.776035,0.0,-40.098691,22.792993,0.0,0.0,94.874725,-22.696702,-79.821144,8.1588714,-5.4392476,156.92266,79.821144,-22.792993,-0.0,0.0,0.0,-156.92266,-94.874725,0.0,-5.4392476,2.7196238,100.0,2.7196238,0.0,0.0,0.0,0.0,82.540768,79.821144,100.0,256.0,193.10832,22.696702,94.126574,71.33358,0.0,-2.9546637,198.80653,-110.88258,8.1588714,0.0,-2.7196238,94.126574,256.0
257,63.692113,-54.208754,0.0,-40.255326,22.882028,0.0,0.0,94.46408,-22.004111,-79.74232,8.190742,-5.4604947,156.75439,79.74232,-22.882028,-0.0,0.0,0.0,-156.75439,-94.46408,0.0,-5.4604947,2.7302473,100.0,2.7302473,0.0,0.0,0.0,0.0,82.472567,79.74232,100.0,257.0,193.86265,22.004111,94.494256,71.612227,0.0,-2.9662054,199.58312,-112.09697,8.190742,0.0,-2.7302473,94.494256,257.0
258,63.939942,-53.641473,0.0,-40.411962,22.971064,0.0,0.0,94.053434,-21.31152,-79.663496,8.2226126,-5.4817417,156.58612,79.663496,-22.971064,-0.0,0.0,0.0,-156.58612,-94.053434,0.0,-5.4817417,2.7408709,100.0,2.7408709,0.0,0.0,0.0,0.0,82.404367,79.663496,100.0,258.0,194.61697,21.31152,94.861937,71.890874,0.0,-2.977747,200.35971,-113.31135,8.2226126,0.0,-2.7408709,94.861937,258.0
259,64.187771,-53.074192,0.0,-40.568597,23.060099,0.0,0.0,93.642789,-20.618929,-79.584673,8.2544832,-5.5029888,156.41785,79.584673,-23.060099,-0.0,0.0,0.0,-156.41785,-93.642789,0.0,-5.5029888,2.7514944,100.0,2.7514944,0.0,0.0,0.0,0.0,82.336167,79.584673,100.0,259.0,195.3713,20.618929,95.229619,72.169521,0.0,-2.9892887,201.1363,-114.52574,8.2544832,0.0,-2.7514944,95.229619,259.0
260,64.435601,-52.50691,0.0,-40.725233,23.149134,0.0,0.0,93.232143,-19.926338,-79.505849,8.2863538,-5.5242359,156.24958,79.505849,-23.149134,-0.0,0.0,0.0,-156.24958,-93.232143,0.0,-5.5242359,2.7621179,100.0,2.7621179,0.0,0.0,0.0,0.0,82.267967,79.505849,100.0,260.0,196.12563,19.926338,95.597301,72.448167,0.0,-3.0008304,201.91288,-115.74012,8.2863538,0.0,-2.7621179,95.597301,260.0
261,64.68343,-51.939629,0.0,-40.881868,23.238169,0.0,0.0,92.821497,-19.233747,-79.427026,8.3182244,-5.5454829,156.08131,79.427026,-23.238169,-0.0,0.0,0.0,-156.08131,-92.821497,0.0,-5.5454829,2.7727415,100.0,2.7727415,0.0,0.0,0.0,0.0,82.199767,79.427026,100.0,261.0,196.87996,19.233747,95.964983,72.726814,0.0,-3.012372,202.68947,-116.95451,8.3182244,0.0,-2.7727415,95.964983,261.0
262,64.931259,-51.372348,0.0,-41.038504,23.327204,0.0,0.0,92.410852,-18.541156,-79.348202,8.350095,-5.56673,155.91304,79.348202,-23.327204,-0.0,0.0,0.0,-155.91304,-92.410852,0.0,-5.56673,2.783365,100.0,2.783365,0.0,0.0,0.0,0.0,82.131567,79.348202,100.0,262.0,197.63429,18.541156,96.332665,73.005461,0.0,-3.0239137,203.46606,-118.16889,8.350095,0.0,-2.783365,96.332665,262.0
263,65.179088,-50.805067,0.0,-41.195139,23.416239,0.0,0.0,92.000206,-17.848565,-79.269378,8.3819656,-5.587977,155.74477,79.269378,-23.416239,-0.0,0.0,0.0,-155.74477,-92.000206,0.0,-5.587977,2.7939885,100.0,2.7939885,0.0,0.0,0.0,0.0,82.063367,79.269378,100.0,263.0,198.38862,17.848565,96.700347,73.284108,0.0,-3.0354553,204.24265,-119.38328,8.3819656,0.0,-2.7939885,96.700347,263.0
264,65.426917,-50.237786,0.0,-41.351775,23.505274,0.0,0.0,91.589561,-17.155974,-79.190555,8.4138362,-5.6092241,155.5765,79.190555,-23.505274,-0.0,0.0,0.0,-155.5765,-91.589561,0.0,-5.6092241,2.8046121,100.0,2.8046121,0.0,0.0,0.0,0.0,81.995167,79.190555,100.0,264.0,199.14295,17.155974,97.068029,73.562755,0.0,-3.046997,205.01924,-120.59766,8.4138362,0.0,-2.8046121,97.068029,264.0
265,65.674747,-49.670505,0.0,-41.50841,23.594309,0.0,0.0,91.178915,-16.463383,-79.111731,8.4457067,-5.6304712,155.40823,79.111731,-23.594309,-0.0,0.0,0.0,-155.40823,-91.178915,0.0,-5.6304712,2.8152356,100.0,2.8152356,0.0,0.0,0.0,0.0,81.926966,79.111731,100.0,265.0,199.89728,16.463383,97.435711,73.841401,0.0,-3.0585386,205.79582,-121.81205,8.4457067,0.0,-2.8152356,97.435711,265.0
266,65.922576,-49.103224,0.0,-41.665046,23.683345,0.0,0.0,90.768269,-15.770792,-79.032907,8.4775773,-5.6517182,155.23996,79.032907,-23.683345,-0.0,0.0,0.0,-155.23996,-90.768269,0.0,-5.6517182,2.8258591,100.0,2.8258591,0.0,0.0,0.0,0.0,81.858766,79.032907,100.0,266.0,200.65161,15.770792,97.803393,74.120048,0.0,-3.0700803,206.57241,-123.02643,8.4775773,0.0,-2.8258591,97.803393,266.0
267,66.170405,-48.535943,0.0,-41.821681,23.77238,0.0,0.0,90.357624,-15.078201,-78.954084,8.5094479,-5.6729653,155.07168,78.954084,-23.77238,-0.0,0.0,0.0,-155.07168,-90.357624,0.0,-5.6729653,2.8364826,100.0,2.8364826,0.0,0.0,0.0,0.0,81.790566,78.954084,100.0,267.0,201.40594,15.078201,98.171075,74.398695,0.0,-3.0816219,207.349,-124.24082,8.5094479,0.0,-2.8364826,98.171075,267.0
268,66.418234,-47.968661,0.0,-41.978317,23.861415,0.0,0.0,89.946978,-14.38561,-78.87526,8.5413185,-5.6942123,154.90341,78.87526,-23.861415,-0.0,0.0,0.0,-154.90341,-89.946978,0.0,-5.6942123,2.8471062,100.0,2.8471062,0.0,0.0,0.0,0.0,81.722366,78.87526,100.0,268.0,202.16027,14.38561,98.538757,74.677342,0.0,-3.0931636,208.12559,-125.4552,8.5413185,0.0,-2.8471062,98.538757,268.0
269,66.666064,-47.40138,0.0,-42.134952,23.95045,0.0,0.0,89.536333,-13.693019,-78.796436,8.5731891,-5.7154594,154.73514,78.796436,-23.95045,-0.0,0.0,0.0,-154.73514,-89.536333,0.0,-5.7154594,2.8577297,100.0,2.8577297,0.0,0.0,0.0,0.0,81.654166,78.796436,100.0,269.0,202.9146,13.693019,98.906439,74.955989,0.0,-3.1047052,208.90218,-126.66959,8.5731891,0.0,-2.8577297,98.906439,269.0
270,66.913893,-46.834099,0.0,-42.291588,24.039485,0.0,0.0,89.125687,-13.000428,-78.717613,8.6050597,-5.7367065,154.56687,78.717613,-24.039485,-0.0,0.0,0.0,-154.56687,-89.125687,0.0,-5.7367065,2.8683532,100.0,2.8683532,0.0,0.0,0.0,0.0,81.585966,78.717613,100.0,270.0,203.66893,13.000428,99.274121,75.234635,0.0,-3.1162469,209.67876,-127.88397,8.6050597,0.0,-2.8683532,99.274121,270.0
271,67.161722,-46.266818,0.0,-42.448223,24.12852,0.0,0.0,88.715041,-12.307837,-78.638789,8.6369303,-5.7579535,154.3986,78.638789,-24.12852,-0.0,0.0,0.0,-154.3986,-88.715041,0.0,-5.7579535,2.8789768,100.0,2.8789768,0.0,0.0,0.0,0.0,81.517766,78.638789,100.0,271.0,204.42326,12.307837,99.641802,75.513282,0.0,-3.1277886,210.45535,-129.09836,8.6369303,0.0,-2.8789768,99.641802,271.0
272,67.409551,-45.699537,0.0,-42.604859,24.217555,0.0,0.0,88.304396,-11.615246,-78.559965,8.6688009,-5.7792006,154.23033,78.559965,-24.217555,-0.0,0.0,0.0,-154.23033,-88.304396,0.0,-5.7792006,2.8896003,100.0,2.8896003,0.0,0.0,0.0,0.0,81.449566,78.559965,100.0,272.0,205.17759,11.615246,100.00948,75.791929,0.0,-3.1393302,211.23194,-130.31274,8.6688009,0.0,-2.8896003,100.00948,272.0
273,67.657381,-45.132256,0.0,-42.761494,24.306591,0.0,0.0,87.89375,-10.922655,-78.481142,8.7006715,-5.8004477,154.06206,78.481142,-24.306591,-0.0,0.0,0.0,-154.06206,-87.89375,0.0,-5.8004477,2.9002238,100.0,2.9002238,0.0,0.0,0.0,0.0,81.381365,78.481142,100.0,273.0,205.93192,10.922655,100.37717,76.070576,0.0,-3.1508719,212.00853,-131.52713,8.7006715,0.0,-2.9002238,100.37717,273.0
274,67.90521,-44.564975,0.0,-42.91813,24.395626,0.0,0.0,87.483105,-10.230064,-78.402318,8.7325421,-5.8216947,153.89379,78.402318,-24.395626,-0.0,0.0,0.0,-153.89379,-87.483105,0.0,-5.8216947,2.9108474,100.0,2.9108474,0.0,0.0,0.0,0.0,81.313165,78.402318,100.0,274.0,206.68624,10.230064,100.74485,76.349223,0.0,-3.1624135,212.78512,-132.74151,8.7325421,0.0,-2.9108474,100.74485,274.0
275,68.153039,-43.997694,0.0,-43.074765,24.484661,0.0,0.0,87.072459,-9.5374726,-78.323494,8.7644127,-5.8429418,153.72552,78.323494,-24.484661,-0.0,0.0,0.0,-153.72552,-87.072459,0.0,-5.8429418,2.9214709,100.0,2.9214709,0.0,0.0,0.0,0.0,81.244965,78.323494,100.0,275.0,207.44057,9.5374726,101.11253,76.627869,0.0,-3.1739552,213.56171,-133.9559,8.7644127,0.0,-2.9214709,101.11253,275.0
276,68.400868,-43.430413,0.0,-43.231401,24.573696,0.0,0.0,86.661813,-8.8448816,-78.244671,8.7962833,-5.8641888,153.55725,78.244671,-24.573696,-0.0,0.0,0.0,-153.55725,-86.661813,0.0,-5.8641888,2.9320944,100.0,2.9320944,0.0,0.0,0.0,0.0,81.176765,78.244671,100.0,276.0,208.1949,8.8448816,101.48021,76.906516,0.0,-3.1854968,214.33829,-135.17029,8.7962833,0.0,-2.9320944,101.48021,276.0
277,68.648697,-42.863131,0.0,-43.388036,24.662731,0.0,0.0,86.251168,-8.1522906,-78.165847,8.8281538,-5.8854359,153.38898,78.165847,-24.662731,-0.0,0.0,0.0,-153.38898,-86.251168,0.0,-5.8854359,2.9427179,100.0,2.9427179,0.0,0.0,0.0,0.0,81.108565,78.165847,100.0,277.0,208.94923,8.1522906,101.84789,77.185163,0.0,-3.1970385,215.11488,-136.38467,8.8281538,0.0,-2.9427179,101.84789,277.0
278,68.896527,-42.29585,0.0,-43.544672,24.751766,0.0,0.0,85.840522,-7.4596996,-78.087023,8.8600244,-5.906683,153.22071,78.087023,-24.751766,-0.0,0.0,0.0,-153.22071,-85.840522,0.0,-5.906683,2.9533415,100.0,2.9533415,0.0,0.0,0.0,0.0,81.040365,78.087023,100.0,278.0,209.70356,7.4596996,102.21558,77.46381,0.0,-3.2085801,215.89147,-137.59906,8.8600244,0.0,-2.9533415,102.21558,278.0
279,69.144356,-41.728569,0.0,-43.701307,24.840801,0.0,0.0,85.429877,-6.7671086,-78.0082,8.891895,-5.92793,153.05243,78.0082,-24.840801,-0.0,0.0,0.0,-153.05243,-85.429877,0.0,-5.92793,2.963965,100.0,2.963965,0.0,0.0,0.0,0.0,80.972165,78.0082,100.0,279.0,210.45789,6.7671086,102.58326,77.742457,0.0,-3.2201218,216.66806,-138.81344,8.891895,0.0,-2.963965,102.58326,279.0
280,69.392185,-41.161288,0.0,-43.857943,24.929836,0.0,0.0,85.019231,-6.0745175,-77.929376,8.9237656,-5.9491771,152.88416,77.929376,-24.929836,-0.0,0.0,0.0,-152.88416,-85.019231,0.0,-5.9491771,2.9745885,100.0,2.9745885,0.0,0.0,0.0,0.0,80.903965,77.929376,100.0,280.0,211.21222,6.0745175,102.95094,78.021103,0.0,-3.2316635,217.44465,-140.02783,8.9237656,0.0,-2.9745885,102.95094,280.0
281,69.640014,-40.594007,0.0,-44.014578,25.018872,0.0,0.0,84.608585,-5.3819265,-77.850552,8.9556362,-5.9704241,152.71589,77.850552,-25.018872,-0.0,0.0,0.0,-152.71589,-84.608585,0.0,-5.9704241,2.9852121,100.0,2.9852121,0.0,0.0,0.0,0.0,80.835764,77.850552,100.0,281.0,211.96655,5.3819265,103.31862,78.29975,0.0,-3.2432051,218.22123,-141.24221,8.9556362,0.0,-2.9852121,103.31862,281.0
282,69.887844,-40.026726,0.0,-44.171214,25.107907,0.0,0.0,84.19794,-4.6893355,-77.771729,8.9875068,-5.9916712,152.54762,77.771729,-25.107907,-0.0,0.0,0.0,-152.54762,-84.19794,0.0,-5.9916712,2.9958356,100.0,2.9958356,0.0,0.0,0.0,0.0,80.767564,77.771729,100.0,282.0,212.72088,4.6893355,103.6863,78.578397,0.0,-3.2547468,218.99782,-142.4566,8.9875068,0.0,-2.9958356,103.6863,282.0
283,70.135673,-39.459445,0.0,-44.327849,25.196942,0.0,0.0,83.787294,-3.9967445,-77.692905,9.0193774,-6.0129183,152.37935,77.692905,-25.196942,-0.0,0.0,0.0,-152.37935,-83.787294,0.0,-6.0129183,3.0064591,100.0,3.0064591,0.0,0.0,0.0,0.0,80.699364,77.692905,100.0,283.0,213.47521,3.9967445,104.05399,78.857044,0.0,-3.2662884,219.77441,-143.67098,9.0193774,0.0,-3.0064591,104.05399,283.0
284,70.383502,-38.892164,0.0,-44.484485,25.285977,0.0,0.0,83.376649,-3.3041535,-77.614081,9.051248,-6.0341653,152.21108,77.614081,-25.285977,-0.0,0.0,0.0,-152.21108,-83.376649,0.0,-6.0341653,3.0170827,100.0,3.0170827,0.0,0.0,0.0,0.0,80.631164,77.614081,100.0,284.0,214.22954,3.3041535,104.42167,79.135691,0.0,-3.2778301,220.551,-144.88537,9.051248,0.0,-3.0170827,104.42167,284.0
285,70.631331,-38.324883,0.0,-44.64112,25.375012,0.0,0.0,82.966003,-2.6115625,-77.535258,9.0831186,-6.0554124,152.04281,77.535258,-25.375012,-0.0,0.0,0.0,-152.04281,-82.966003,0.0,-6.0554124,3.0277062,100.0,3.0277062,0.0,0.0,0.0,0.0,80.562964,77.535258,100.0,285.0,214.98387,2.6115625,104.78935,79.414337,0.0,-3.2893717,221.32759,-146.09975,9.0831186,0.0,-3.0277062,104.78935,285.0
286,70.879161,-37.757601,0.0,-44.797756,25.464047,0.0,0.0,82.555357,-1.9189715,-77.456434,9.1149892,-6.0766594,151.87454,77.456434,-25.464047,-0.0,0.0,0.0,-151.87454,-82.555357,0.0,-6.0766594,3.0383297,100.0,3.0383297,0.0,0.0,0.0,0.0,80.494764,77.456434,100.0,286.0,215.7382,1.9189715,105.15703,79.692984,0.0,-3.3009134,222.10417,-147.31414,9.1149892,0.0,-3.0383297,105.15703,286.0
287,71.12699,-37.19032,0.0,-44.954391,25.553082,0.0,0.0,82.144712,-1.2263805,-77.37761,9.1468598,-6.0979065,151.70627,77.37761,-25.553082,-0.0,0.0,0.0,-151.70627,-82.144712,0.0,-6.0979065,3.0489533,100.0,3.0489533,0.0,0.0,0.0,0.0,80.426564,77.37761,100.0,287.0,216.49253,1.2263805,105.52471,79.971631,0.0,-3.312455,222.88076,-148.52852,9.1468598,0.0,-3.0489533,105.52471,287.0
288,71.374819,-36.623039,0.0,-45.111027,25.642117,0.0,0.0,81.734066,-0.53378947,-77.298787,9.1787304,-6.1191536,151.538,77.298787,-25.642117,-0.0,0.0,0.0,-151.538,-81.734066,0.0,-6.1191536,3.0595768,100.0,3.0595768,0.0,0.0,0.0,0.0,80.358364,77.298787,100.0,288.0,217.24686,0.53378947,105.8924,80.250278,0.0,-3.3239967,223.65735,-149.74291,9.1787304,0.0,-3.0595768,105.8924,288.0
289,71.622648,-36.21456,0.0,-45.108861,25.889954,0.0,-0.15880154,81.32342,0.0,-77.219963,9.2106009,-6.1404006,151.36973,77.219963,-25.889954,-0.0,-0.15880154,0.0,-151.36973,-81.32342,0.0,-6.1404006,3.0702003,100.0,3.0702003,0.0,0.0,0.0,0.15880154,80.290163,77.219963,100.0,289.0,218.31879,0.0,106.41888,80.687726,0.0,-3.3355384,224.43394,-150.79849,9.2106009,0.0,-3.0702003,106.41888,289.0
290,71.870478,-36.33987,0.0,-44.572905,26.67158,0.0,-0.85139255,80.912775,0.0,-77.141139,9.2424715,-6.1616477,151.20146,77.141139,-26.67158,-0.0,-0.85139255,0.0,-151.20146,-80.912775,0.0,-6.1616477,3.0808238,100.0,3.0808238,0.0,0.0,0.0,0.85139255,80.221963,77.141139,100.0,290.0,220.4583,0.0,107.47915,81.658964,0.0,-3.34708,225.21053,-151.32028,9.2424715,0.0,-3.0808238,107.47915,290.0
291,72.118307,-36.465179,0.0,-44.03695,27.453206,0.0,-1.5439836,80.502129,0.0,-77.062316,9.2743421,-6.1828948,151.03318,77.062316,-27.453206,-0.0,-1.5439836,0.0,-151.03318,-80.502129,0.0,-6.1828948,3.0914474,100.0,3.0914474,0.0,0.0,0.0,1.5439836,80.153763,77.062316,100.0,291.0,222.59781,0.0,108.53942,82.630202,0.0,-3.3586217,225.98711,-151.84208,9.2743421,0.0,-3.0914474,108.53942,291.0
292,72.366136,-36.590489,0.0,-43.500994,28.234833,0.0,-2.2365746,80.091484,0.0,-76.983492,9.3062127,-6.2041418,150.86491,76.983492,-28.234833,-0.0,-2.2365746,0.0,-150.86491,-80.091484,0.0,-6.2041418,3.1020709,100.0,3.1020709,0.0,0.0,0.0,2.2365746,80.085563,76.983492,100.0,292.0,224.73732,0.0,109.5997,83.60144,0.0,-3.3701633,226.7637,-152.36387,9.3062127,0.0,-3.1020709,109.5997,292.0
293,72.613965,-36.715799,0.0,-42.965039,29.016459,0.0,-2.9291656,79.680838,0.0,-76.904668,9.3380833,-6.2253889,150.69664,76.904668,-29.016459,-0.0,-2.9291656,0.0,-150.69664,-79.680838,0.0,-6.2253889,3.1126944,100.0,3.1126944,0.0,0.0,0.0,2.9291656,80.017363,76.904668,100.0,293.0,226.87683,0.0,110.65997,84.572677,0.0,-3.381705,227.54029,-152.88567,9.3380833,0.0,-3.1126944,110.65997,293.0
294,72.861794,-36.841109,0.0,-42.429083,29.798085,0.0,-3.6217566,79.270192,0.0,-76.825845,9.3699539,-6.2466359,150.52837,76.825845,-29.798085,-0.0,-3.6217566,0.0,-150.52837,-79.270192,0.0,-6.2466359,3.123318,100.0,3.123318,0.0,0.0,0.0,3.6217566,79.949163,76.825845,100.0,294.0,229.01634,0.0,111.72024,85.543915,0.0,-3.3932466,228.31688,-153.40746,9.3699539,0.0,-3.123318,111.72024,294.0
295,73.109624,-36.966419,0.0,-41.893128,30.579711,0.0,-4.3143476,78.859547,0.0,-76.747021,9.4018245,-6.267883,150.3601,76.747021,-30.579711,-0.0,-4.3143476,0.0,-150.3601,-78.859547,0.0,-6.267883,3.1339415,100.0,3.1339415,0.0,0.0,0.0,4.3143476,79.880963,76.747021,100.0,295.0,231.15586,0.0,112.78052,86.515153,0.0,-3.4047883,229.09347,-153.92925,9.4018245,0.0,-3.1339415,112.78052,295.0
296,73.357453,-37.091729,0.0,-41.357172,31.361337,0.0,-5.0069386,78.448901,0.0,-76.668198,9.4336951,-6.2891301,150.19183,76.668198,-31.361337,-0.0,-5.0069386,0.0,-150.19183,-78.448901,0.0,-6.2891301,3.144565,100.0,3.144565,0.0,0.0,0.0,5.0069386,79.812763,76.668198,100.0,296.0,233.29537,0.0,113.84079,87.486391,0.0,-3.4163299,229.87005,-154.45105,9.4336951,0.0,-3.144565,113.84079,296.0
297,73.605282,-37.217039,0.0,-40.821217,32.142963,0.0,-5.6995296,78.038256,0.0,-76.589374,9.4655657,-6.3103771,150.02356,76.589374,-32.142963,-0.0,-5.6995296,0.0,-150.02356,-78.038256,0.0,-6.3103771,3.1551886,100.0,3.1551886,0.0,0.0,0.0,5.6995296,79.744562,76.589374,100.0,297.0,235.43488,0.0,114.90106,88.457629,0.0,-3.4278716,230.64664,-154.97284,9.4655657,0.0,-3.1551886,114.90106,297.0
298,73.853111,-37.342349,0.0,-40.285261,32.924589,0.0,-6.3921206,77.62761,0.0,-76.51055,9.4974363,-6.3316242,149.85529,76.51055,-32.924589,-0.0,-6.3921206,0.0,-149.85529,-77.62761,0.0,-6.3316242,3.1658121,100.0,3.1658121,0.0,0.0,0.0,6.3921206,79.676362,76.51055,100.0,298.0,237.57439,0.0,115.96134,89.428866,0.0,-3.4394132,231.42323,-155.49464,9.4974363,0.0,-3.1658121,115.96134,298.0
299,74.100941,-37.467659,0.0,-39.749306,33.706216,0.0,-7.0847116,77.216964,0.0,-76.431727,9.5293069,-6.3528712,149.68702,76.431727,-33.706216,-0.0,-7.0847116,0.0,-149.68702,-77.216964,0.0,-6.3528712,3.1764356,100.0,3.1764356,0.0,0.0,0.0,7.0847116,79.608162,76.431727,100.0,299.0,239.7139,0.0,117.02161,90.400104,0.0,-3.4509549,232.19982,-156.01643,9.5293069,0.0,-3.1764356,117.02161,299.0
300,74.34877,-37.592968,0.0,-39.21335,34.487842,0.0,-7.7773026,76.806319,0.0,-76.352903,9.5611775,-6.3741183,149.51875,76.352903,-34.487842,-0.0,-7.7773026,0.0,-149.51875,-76.806319,0.0,-6.3741183,3.1870592,100.0,3.1870592,0.0,0.0,0.0,7.7773026,79.539962,76.352903,100.0,300.0,241.85341,0.0,118.08188,91.371342,0.0,-3.4624966,232.97641,-156.53822,9.5611775,0.0,-3.1870592,118.08188,300.0
301,74.596599,-37.718278,0.0,-38.677395,35.269468,0.0,-8.4698936,76.395673,0.0,-76.274079,9.593048,-6.3953654,149.35048,76.274079,-35.269468,-0.0,-8.4698936,0.0,-149.35048,-76.395673,0.0,-6.3953654,3.1976827,100.0,3.1976827,0.0,0.0,0.0,8.4698936,79.471762,76.274079,100.0,301.0,243.99292,0.0,119.14215,92.34258,0.0,-3.4740382,233.75299,-157.06002,9.593048,0.0,-3.1976827,119.14215,301.0
